token_address,n_syncs,WETH,prices,liquidity,num_transactions,n_unique_addresses,tx_curve,mints,burns,difference_token_pool,label,fraud_type
0x2e0010b28ad07baa293022b910ad6af217847564,5.0,0.3301123733267875,1.6500495705685742e-05,6604.297287013868,5,5,1.0,1,0,18,0,liquidity_stealing
0xd42b5ade9e6bc7b528cf3a3ee0bade6ea95f3594,12.0,1.2e-17,0.00013709585285045129,1.0503599999999998e-30,14,14,0.8670953437196788,1,1,16,0,liquidity_stealing
0xfadc6cac548f796d20363fde3568e98e7a35a6a7,6.0,30.506,0.00042277404967804754,2201213.7138234624,7,5,1.0,1,0,42,0,liquidity_stealing
0x6592fccf77e4129f3d2e8fbacfe3ba4e5094f362,14.0,391.0366109088369,0.0002645514992449396,577995707.8583595,207,203,0.7885605259730754,1,0,373,0,liquidity_stealing
0xe4ba6ebeeef23d71a725e1ac2bc01a78f3d8a89d,22.0,1e-18,5.3438785870784926e-20,1.8713000000000033e-17,25,12,0.34382725328172986,1,1,16,0,liquidity_stealing
0xf02ad329169a5ccf04b2f1bc508767d68585c4e1,20.0,1.04e-16,0.0107095046854083,1.009944e-30,22,13,0.59048198588781,1,1,54,0,liquidity_stealing
0x88eec3873ac22da27a836f7f63883da4771c96f1,12.0,1.5777885e-11,15777884.999999998,1.5777885000000002e-29,135,88,0.18373119012791025,1,1,11470,0,liquidity_stealing
0xba3d2a5d77120cb42e0e449906a7d8e69e0af89d,21.0,3.2e-17,0.0009894255148104633,1.034944e-30,24,12,1.0,2,1,618,0,liquidity_stealing
0x8cab3e311702acb64e250926d77134fde604bd4d,5.0,0.019923553389886235,21025.421751690672,1.8879430071253068e-08,623,167,0.504789770998278,1,1,107955,1,none
0xa76dd6ca9eda2c73143e78e9ddece40bb2be6b01,12.0,4.9e-17,0.0023994907203369084,1.000629e-30,15,12,0.951121534969775,1,1,19,0,liquidity_stealing
0x5eabe2473a10490d04ee20d4752ce98574f6fc44,6.0,1.45e-16,0.021011447616287492,1.0006449999999998e-30,7,5,1.0,1,1,128,0,liquidity_stealing
0x91a08dfccedf91297e00f82e8ec6d8536d910ef9,17.0,9.2e-17,0.008405664687071723,1.00694e-30,19,13,0.8082505336639118,1,1,21,0,liquidity_stealing
0x72acb8ebef54deaa7facbb329830c2582b325ae2,9.0,7.1e-17,0.004984904865547988,1.011253e-30,10,6,1.0,1,1,85,0,liquidity_stealing
0xc05518edabddc272c6903dc434379b7b14f9973f,6.0,1e-18,1.5128643393366817e-07,6.609978e-30,8,7,0.974172001945415,1,1,35,0,liquidity_stealing
0xa554fcb206ec3918fd825876ab2325805aba1333,8.0,0.42060870974036213,0.015267103801828026,11.587769953346976,9,7,0.933938335,2,0,7596,1,none
0x639b548e32c3ed833fea19e22c62fa5a5d1a4ea7,7.0,1.85e-16,0.033982365907421014,1.00714e-30,10,6,0.8950617283950617,2,2,376,0,liquidity_stealing
0x7d8e8321c9a9c47e6b7040ad862e27bb348013a3,7.0,3.9e-17,0.0015199345258973458,1.000701e-30,9,9,0.9683312474146825,1,1,18,0,liquidity_stealing
0xa2fac9bc7c58da3a5c2126454781325f882a58ca,5.0,0.068774476760731,2.762964130914236e-05,171.19037488724993,12,8,0.971579170179957,2,0,581,1,none
0x19fe1805fe31955af6c8974e6d1326ce52f516e4,9.0,3.2e-17,0.0010222009263695896,1.0017600000000001e-30,13,7,1.0,1,1,451,0,liquidity_stealing
0x448ba5327d37d57bd157fbbf9bc863261a9fd4b2,6.0,4.909e-15,2.3946341463414634e-09,1.0063449999999999e-20,7,5,1.0,1,1,19,0,liquidity_stealing
0xd250a5f4309ef16a6a4304d65160f83c1584081e,12.0,4e-18,1.5743320896109826e-05,1.016304e-30,14,12,0.5396832459168935,1,1,16,0,liquidity_stealing
0x05c02fa48907c2814128e2d013b8efaba2e250d7,19.0,10.0,2.0656270365791562e-06,48411450.0,24,12,0.9896158955584262,3,2,21594,0,liquidity_stealing
0x2e3832826fc298a101253d31bc422425aae7eaa2,8.0,1.52e-16,0.02299546142208775,1.00472e-30,10,7,1.0,1,1,50,0,liquidity_stealing
0xc05f1d7dbe7d190d0ed94aafb35325b3ab3aeda1,8.0,3.9e-17,0.001497925948686434,1.015404e-30,9,8,1.0,1,1,12006,0,liquidity_stealing
0x2287bb7b992ae62963b365e4e254aaddace5f2f1,26.0,1.7e-17,0.00027520559476785594,1.050124e-30,30,17,0.938540826493213,1,1,29,0,liquidity_stealing
0x0c59963805cbd264025af766dd4e566ab45d0bb4,22.0,1.5e-17,0.00021314992966052322,1.055595e-30,23,19,1.0,1,1,16,0,liquidity_stealing
0x82e3224c6ff120a8ab149b859a8318547e21660f,7.0,87.20362815307305,0.002885528226130169,2635383.2529505086,8,7,0.7590312582349467,1,0,14,0,liquidity_stealing
0x0dad0a14a04d4bcf04a1507a0e1a6631adb36fda,14.0,3.44e-16,0.11805078929306795,1.002416e-30,17,9,0.5788075177023108,2,1,87,0,liquidity_stealing
0x6f84c5e72a91628c8cf638df72566ed4699a6675,6.0,2.5e-17,0.0006194558699638238,1.00895e-30,10,9,0.4201445172849358,1,1,6070,0,liquidity_stealing
0x8e61d0ee729d80dd9360ff8cf9cb90ca13e77101,14.0,1e-18,6.090639403377731e-18,1.641863741671232e-19,17,9,0.9861234784942355,1,1,33,0,liquidity_stealing
0xf1ff0665a9e4648c0e6a45d05f395ef057c510a2,17.0,111.07198434981177,8.221528985330397e-05,150057072.46690497,18,14,0.5165569378529914,1,0,13,0,liquidity_stealing
0x421a464ee7f0987d1b008280967a57bfa5921ea1,11.0,1.094e-15,1.1956284153005463,1.00101e-30,43,40,0.8197262197096742,1,1,11,0,liquidity_stealing
0xe34f3ecec8543a4b5ce320daa13179b5bbf45dfe,7.0,7.8e-17,0.006015269530346264,1.0114259999999999e-30,15,9,1.0,4,2,1682,0,liquidity_stealing
0x5fddcb203874f17ff91a5d3d44c57a11b2026895,9.0,92.13350182891674,0.011093508920948068,765184.5975649656,10,9,0.7018165693346077,1,0,19,0,liquidity_stealing
0x3d50b0ba1dd2b1865b71fb7fdffedced06a6cd51,13.0,5.3e-17,0.0027863939855948686,1.008113e-30,14,9,1.0,1,1,28,0,liquidity_stealing
0x6dabb64c6e66b53de22cb46a7d0aacc226d99b40,7.0,5e-18,2.205217544710786e-05,1.1336750000000001e-30,8,6,1.0,2,1,197,0,liquidity_stealing
0xef455340e0cd66f3cdaecc866b25e17d731d5854,8.0,7.3e-17,0.005315663001529164,1.002509e-30,10,7,0.9432982788952725,1,1,20,0,liquidity_stealing
0xb026c23976347f6ae63485eea60ef3a8045f5dd4,9.0,2.8e-17,0.0007795751315533035,1.0056759999999999e-30,11,8,0.8146021841213388,1,1,22,0,liquidity_stealing
0xdf659651a5082065acf219dc2904954ad1ecd16d,6.0,5.7e-17,0.0031993713515940728,1.015512e-30,8,6,0.9973495560986851,1,1,31,0,liquidity_stealing
0x3554dfb77e657d36708070124cf42b1f5528c9b9,25.0,1.6e-17,0.00024190012548569011,1.0582880000000001e-30,27,19,0.19884241908534897,1,1,13,0,liquidity_stealing
0xb188ba54fa07707244ab75e0e53aac9aabf88ca5,14.0,2.19e-16,0.04778529347588916,1.003677e-30,18,9,1.0,1,1,2948,0,liquidity_stealing
0xc0d79cd043de0a3bfab67211b7f196596f0fa7e1,15.0,8e-18,5.892448091215097e-05,1.086136e-30,101,95,0.9590637418337516,1,1,113,0,liquidity_stealing
0x8f87afe27ed3bd3a089cc2605b8d4b995d46f053,11.0,6.03952e-13,301976.0,1.2079040000000002e-30,13,12,0.8239980636316354,1,1,27,0,liquidity_stealing
0xab022252b028f7405ac0148bdd4fbd42ef80ea52,6.0,5.8e-17,0.003348536458634029,1.004618e-30,8,6,1.0,1,1,669,0,liquidity_stealing
0x61a8cb6deae0b2e73ca5f0324ccf4205e9fbbdcf,13.0,1e-18,5.63123307110558e-07,1.7758100000000003e-30,16,14,0.9150290986796225,1,1,37,0,liquidity_stealing
0x6edcdcdd72ae48595228537a0c156bd99f78241d,8.0,4.8e-17,0.002291716400095488,1.00536e-30,10,7,1.0,1,1,121,0,liquidity_stealing
0xbddc40924ed5354edcdb3b959fefc26056879c52,24.0,1.3e-16,0.016876541607166038,1.00139e-30,25,24,1.0,1,1,155,0,liquidity_stealing
0x33bf0f03c18d98ab96cf3dc42266da29d6666585,2.0,4.5e-17,0.0020124323599123475,1.006245e-30,4,4,1.0,1,1,22,0,liquidity_stealing
0x53b003902cbcd42ac8ae585dbfa9529f3318e7b8,12.0,1.6e-17,0.00024950877959018186,1.026016e-30,15,14,0.9094601289726367,1,1,14,0,liquidity_stealing
0x028aa75a70ddc7428d9cef884221879e27916b14,12.0,1e-18,7.367253149132359e-07,1.3573580000000001e-30,14,12,0.9216882946149542,1,1,60,0,liquidity_stealing
0x6fd349bded858b7afa5190e1c9f02079b978dd23,6.0,1.95e-16,0.03792298716452742,1.00269e-30,8,8,0.9591587949653437,1,1,20,0,liquidity_stealing
0x5ef4df48c095644b2d05571e187a77cd03ecf2a0,12.0,2.05e-16,0.04176854115729421,1.00614e-30,14,9,0.8087957495859589,1,1,12,0,liquidity_stealing
0x0e9c5552e8d18a3a44ea35c974c0779daf1334ee,12.0,3.2e-17,0.0010180383673209685,1.0058560000000002e-30,13,8,1.0,1,1,60,0,liquidity_stealing
0x5f536c628ec956d44bc66ecca8884f4777451f82,8.0,1.1e-17,0.00011015752526112341,1.098427e-30,9,6,1.0,1,1,17,0,liquidity_stealing
0x01d5ca206cbb7a42dd227c9c554b24d3eba2190b,49.0,4.22575305e-10,4.74803713483146e-12,3.7609202145e-08,52,31,1.0,1,1,185,1,none
0x8524072254d83f8854952828548f294aecd6095f,36.0,1e-18,1.2310739771610412e-16,8.12298869565973e-21,38,26,0.7295762167419493,1,1,30,0,liquidity_stealing
0xbaaef006a20e7b786c7c5f17e8ac9a17a0438a6c,83.0,2.0813825e-11,20813825.0,2.0813825000000002e-29,97,42,1.0,3,1,130,0,liquidity_stealing
0xd30411901f03a8b508118537344c74be0ff5e02d,42.0,1e-18,4.3396995278840884e-07,2.3043070000000005e-30,44,25,0.1771119676674,1,1,14,0,liquidity_stealing
0xb2d589b90965a6399bfa5a1241e8bf599e791908,39.0,2.55e-16,0.06468797564687977,1.0052099999999999e-30,126,117,1.0,2,1,110,0,liquidity_stealing
0xbe0775533b30f28118d250c83dd8b89f144d0b84,36.0,3.36808819e-09,3.36808819e-09,3.36808819e-09,39,18,1.0,1,1,15916,1,none
0x06a5d00f4d1303f22e189622dedea6ef77c5c65d,38.0,2.3558777e-11,0.0023558777,2.3558777e-19,79,59,0.20768984547123803,1,1,52,0,liquidity_stealing
0xed2a38dfcc4958109206410ed0f08488873974dc,27.0,1e-18,5.670546179033304e-20,1.7634985562721877e-17,29,18,0.9679800233974704,1,1,27,0,liquidity_stealing
0x5241f6ab5c66fa0e1e05d42eb70fb5ca743068c8,75.0,4.2e-17,0.0017162471395881008,1.0278239999999998e-30,106,63,0.12038623622249355,1,1,14,0,liquidity_stealing
0x20f460ab4891e4c8a3fb396312c41a2ce24d6dca,27.0,3.6e-17,0.0012904150835185318,1.004328e-30,29,27,0.7398361303487682,1,1,129,0,liquidity_stealing
0x0f17377bb5d67bbf1a88413ccbea3cdc847caad4,35.0,22.858679083182178,0.024580280035162567,21257.658931486403,36,22,0.9935751281153015,1,0,2002,0,liquidity_stealing
0x2e5107f86d053e1eab32ba26521da60f58615c35,39.0,2.1e-17,0.000430416068866571,1.0245899999999999e-30,41,25,0.23634400180468684,1,1,19,0,liquidity_stealing
0xa04b6ada7d903e6ea95de0875fc7a0d330e7297b,72.0,1.7e-17,0.0002850244785728657,1.013948e-30,74,51,0.3708446928834458,1,1,11,0,liquidity_stealing
0x012d1a747904c04a2a09f1438be7ff35ef3b19c6,27.0,0.001404534459065912,1.4074896327437586e-06,1.4015854900884506,28,24,1.0,1,1,16,1,none
0x5a3bfdc8fd6fb8b7cfa464bc285460c9af403296,48.0,1.6e-17,0.0002469135802469136,1.0368e-30,65,39,1.0,1,1,74,0,liquidity_stealing
0x6a217345aec9f9e64928793716dbef15b8ffe90d,9.0,1.312673279061319,6929784.920091441,2.4865290300219857e-07,260,85,0.6814342933410152,2,1,4931,1,none
0xce8ba1e4216a68f0acffd0364e16115ed1046877,51.0,1.2e-17,0.00014145605431912486,1.017984e-30,54,42,0.9942311388259587,1,1,42,0,liquidity_stealing
0x9484e299bea3ad6888b861b706739de6c8154d40,60.0,2e-18,2.409805947290385e-18,1.6598846909219594e-18,115,41,0.5966028892010375,1,1,475,0,liquidity_stealing
0xe3d23780718567ac62e8089de297487ce0780080,88.0,2.4908985073439545,0.00038064002663261394,16300.375524818022,94,36,0.48203281519467134,1,0,168,1,none
0x3ca2cee5aeae41fe32be500ad39443b3b571bdd6,6.0,16.95524838876971,0.37683259732878294,762.8863584592016,7,6,0.9997383806433855,2,0,365,0,liquidity_stealing
0x2989baf2138085c751266d92008b728737f8f59e,27.0,2.5e-17,0.0006197476387614963,1.0084749999999999e-30,213,203,1.0,2,2,1175,0,liquidity_stealing
0x7308acd05addf3e45d170a901d6dc1e46abe64f8,29.0,0.001167653838876236,2.335074447657995e-13,5838852.327855642,31,15,0.9999997624722214,1,0,202,0,dumping
0x181e1045e7e9cdddb61d91f6ea887228b8039b8b,695.0,2.079216536742053,0.00014637498408074732,29534.701122677972,701,152,0.010513499143592482,1,0,122,1,none
0xaf28f283225b515387d0e35335f353560af00038,662.0,19.17616692208262,1.1780053990673909,312.15933145527026,721,255,0.19060729950889171,4,3,530,1,none
0x9cd9a927013075b0d39b1fb5f307560af471cc70,133.0,0.006035624735661829,1.206987353218878e-11,3018156.3918281454,138,66,0.9998280377188923,1,0,303,1,none
0x30c87bdfa7c825c5c1a5f6618a440f7204b26462,106.0,7.9e-17,0.006145468689225983,1.015545e-30,265,159,0.9936855352338867,1,2,7,0,liquidity_stealing
0x672e1e95854957e262d9a1ebb82f040e8dd35f99,782.0,11.18178380452105,0.06347917129835522,1969.658495751171,1619,342,11.968996909354702,1,0,89,1,none
0x3c144f8fd51fb49f59c40a47d4826836581494e2,89.0,11.56310713489751,0.001631065074522619,81974.31770295903,91,43,0.5160765117428601,2,1,79844,0,liquidity_stealing
0xe51f24b251430a6e615f66e0d3c3a97c442ab38c,43.0,4.419097457451325,0.0031053561421047204,6288.62566636784,44,21,0.9999585074587217,1,0,265964,1,none
0x4c11249814f11b9346808179cf06e71ac328c1b5,1388.0,33.99483893948785,0.0012958515376827752,891806.6930631852,1597,469,1.0,3,1,163625,1,none
0xbb291818f1b1f4045f5605a5b6e4f5d4763f8059,92.0,1e-18,3.2975233291531734e-07,3.032579e-30,98,41,0.3513106453372925,4,3,29,0,liquidity_stealing
0xb0806a30b9a30a2186a0ca58d8219689ac84656a,9.0,0.09382646298965788,8.801731987772784e-05,100.0190095469753,20,8,0.995488388431244,1,0,11019,1,none
0x8ee2e854c7d2561d01db2dea06f0d68ed89ed9e6,74.0,7.609638571376512,0.009725179417330384,5954.296234760555,149,31,0.14516675563886647,1,0,57,1,none
0x715ce123449786ac44f994ef7a37177c70498f31,291.0,2.4e-17,0.0005569608502935647,1.0341839999999999e-30,296,111,0.10059493816888143,1,4,64,0,liquidity_stealing
0x998b3b82bc9dba173990be7afb772788b5acb8bd,2.0,0.9901284196560295,9.803251679762669e-08,10000297.038525898,969,593,1.0,1,0,6028524,1,none
0xe1240ac7bb51333510cbf37efd678ca46137f84b,854.0,168.9536083920706,0.0038406679449506506,7432384.730429471,1221,276,0.16496019032713688,141,42,36656,1,none
0xa769b3603cdcf23729ebafeb834d28d273c110cd,150.0,3.756753070135803,0.22948539278987964,61.49931138709574,365,81,0.1286694171838424,1,0,403,1,none
0xa8d0f2cd10ee81378872ab0d22d42be986881d90,38.0,4.414471948819679,0.03727170435884126,522.8513941647304,175,142,4.405409266747661,7,1,6041,1,none
0x0f5a5b5a2ba791dfe60b64b989ce3e3d69cbeccf,182.0,2.877231122222425,3.6769189176847565e-09,2251466272.7178135,218,95,0.6210892062141253,1,0,189,1,none
0xb01862d0830bcd7775a88625253d12d2c51a110a,892.0,264.570992410852,0.009772962394075789,7162394.28770284,4442,1393,0.1547847010541973,280,28,982,1,none
0xe179198fd42f5de1a04ffd9a36d6dc428ceb13f7,10.0,50.0199873538816,1.000497947797174,2500.753889991679,4507,1043,0.908911989428519,1,0,120860,1,none
0x47b4df272ef96b85a9a1ac4713f0286142a26672,226.0,136.20962363605173,2.5471227359936783e-05,728392916.0106602,229,117,0.8850012418065908,3,2,22,0,liquidity_stealing
0xa4e7414fcba1af15203030c6daac630df8f16aea,52.0,4.412990132731875,0.0037884193158691493,5140.52967421348,702,664,0.00558693347972084,2,0,63968,1,none
0x1ce37f6582ad1326faba0c679fb74aaab036d2ab,79.0,4.011447149008617,0.005847541564552197,2751.875818521294,83,43,1.0,1,0,9215,0,liquidity_stealing
0xf5a562597d5fb5cc19482379755e1a5275a6607b,285.0,10697.862439342503,1590236477.3581045,0.07196681902381208,518,229,1.0,2,0,2521018,0,liquidity_stealing
0x132645ff6b21f71d08ab73d8761beedfa58bdaac,131.0,4e-17,0.0015912797867685085,1.0054800000000001e-30,133,101,0.13427849135572795,1,1,15,0,liquidity_stealing
0xcd699cd935bd16755bec859ac52284a2cdf3e781,463.0,17.836882594792456,0.14208777203392264,2239.1397665412937,1069,229,0.25414538664839853,1,0,3537,1,none
0x9ef0f670a3d1d6c12648fc56871e7573c87a7f39,351.0,43.10707820785099,0.039960708496819194,46501.182324274676,362,161,1.0,3,0,8140,1,none
0xe6fbca3863a667b5f22952c283edd1b51f9fd152,14.0,0.7626301613260587,0.0008212547411705347,708.1904478691335,44,5,3708.989786668718,1,8,20,0,liquidity_stealing
0xfdb615d6a15f929ddabc6b83a4f1cf9d361b064e,2.0,0.049950658740265746,0.5612433566321994,0.0044456086278836515,35,22,1.0,1,0,402706,1,none
0xac052b053a073bb64d6db4559140901c5756eb26,7.0,2e-18,3.989030167040639e-06,1.00275e-30,9,9,0.9999604187734225,1,1,22,0,liquidity_stealing
0xf979d80a1aa41530424b9862db13900fd49e86fb,23.0,109.44108696648605,0.0014967461146690158,8002259.968488099,74,57,0.538688183658091,1,0,15,0,liquidity_stealing
0x0c0a13dad5a29d6047ae3982c7ac9118a998500d,10.0,6e-17,0.0035530289571860016,1.0132199999999999e-30,12,8,0.9980325750880559,1,1,1045,0,liquidity_stealing
0xc1c256951d6ceb231782928c73ceb65dbe6a4e2e,7.0,6.9e-17,0.004690048939641109,1.015128e-30,9,7,0.9741063353050454,1,1,14,0,liquidity_stealing
0x44d9b9a3dae40b3dec380157f631f3988f249b05,10.0,0.002188552355882839,6.066399432992498e-10,7895.558918179545,11,8,0.5018875968442529,1,0,40,0,liquidity_stealing
0x980a74d04e0c45d38b437c6930b853c1d7bf6914,14.0,1.5e-17,0.00021213106871632417,1.060665e-30,16,9,1.0,1,1,54,0,liquidity_stealing
0x2292225f79681bd8af33242960f7fe7063872cb7,19.0,3.2e-17,0.000995675036559943,1.028448e-30,88,75,0.7112446559038492,1,1,16,0,liquidity_stealing
0x153598987c32686e2d30266c7bfbef2fbf3be411,21.0,8.3e-17,0.006852142326426155,1.005379e-30,23,19,0.9842283813141758,1,1,23,0,liquidity_stealing
0x23621e93f9d955724dac617e964bc5b8e02b841d,16.0,5e-18,2.167016278626285e-05,1.15366e-30,18,13,0.9497300277637953,1,1,16,0,liquidity_stealing
0xc33f463f083edef2e28089c5a4702ddf82540f10,6.0,7.7e-17,0.005870692284232998,1.0099319999999998e-30,8,5,1.0,2,1,22,0,liquidity_stealing
0x856f2d93c86fa40305949482847913a15eb0590c,17.0,1.4e-17,0.00018507746814023582,1.059016e-30,21,18,0.7286919113447494,1,1,48,0,liquidity_stealing
0xd8ec9dcd197811731c4b898500e967671473d2d0,17.0,5.3e-17,0.0027770500392978775,1.011505e-30,19,15,0.9860237063812247,1,1,10,0,liquidity_stealing
0xc35c6285d3523573be480c9adbe0d2b606a9f816,4.0,3.5146658785062512,0.06778200627493376,182.24418125705867,6,6,0.9982811240702598,1,0,161,0,liquidity_stealing
0x275dc4861cdca27459f9513adacd64110afdeb86,12.0,6.7e-17,0.004468156052017339,1.004665e-30,14,12,0.9369650730860424,1,1,24,0,liquidity_stealing
0x5a03d464e346b7276ead944b21f814c11c5447f5,14.0,1.2e-17,0.0001413843888070692,1.0185e-30,16,10,0.9834363150014045,1,1,141,0,liquidity_stealing
0x59f354e9032c092ffd393b665d42179a845d9198,12.0,2.8e-17,0.0007638169021768782,1.0264239999999999e-30,39,9,0.9583827872549334,1,1,21,0,liquidity_stealing
0x04bee0c5c905f048809bdccd1044fb6517f1caed,11.0,1.8e-17,0.00031789202267629765,1.019214e-30,13,11,0.7569422435440777,1,1,32,0,liquidity_stealing
0x6ba0fe44eaac261d95b4702478fabb2e6ec71e45,14.0,2.95e-16,0.08679023242130039,1.002705e-30,16,11,0.8963603309145796,1,1,14,0,liquidity_stealing
0x86b0b4b1c7b5dd936605aff7eb55347f4bc9dc45,25.0,7.669339e-12,0.0007669339,7.669339000000001e-20,27,23,1.0,1,1,11,0,liquidity_stealing
0xb93d4bb876524087347f2ad65747f86a95fabe58,6.0,3.4,0.006486890874833111,1782.0555676138772,7,3,0.9994783452443756,2,0,272,0,dumping
0xce3b2e83b6e9ad009fadeacca2f5baf9b0c6fb59,7.0,7.88e-16,0.620472440944882,1.0007599999999999e-30,9,8,0.9999991138785445,1,1,16,0,liquidity_stealing
0x2494a68c1484376fef880b4c24d91f049d29b02a,8.0,0.3139048603131836,0.0040001604386613295,24.63307730757291,5569,623,1.0,2,0,1428980,0,liquidity_stealing
0xd63586b6c4353451336d0561ebe751c38167528f,11.0,1.4e-16,0.019436345966958212,1.00842e-30,24,10,0.4837556883328835,1,1,33,0,liquidity_stealing
0xa06725a857f26aa18f80dfad5e4a7f7e2fec2eef,7.0,2.7426e-14,7.412432432432433e-10,1.014762e-18,208,195,1.0,1,1,2836197,0,liquidity_stealing
0xbba6fc28a65ae3f07bbb04258aa695716544b289,6.0,2.112037236e-09,2.112037236e-09,2.112037236e-09,6,4,1.0,1,1,14,1,none
0xe58d9b332affb9a77996dff6ddad5dde46352057,6.0,1.1e-17,0.00011821474245306337,1.023561e-30,9,8,0.9803811859991788,1,1,111,0,liquidity_stealing
0xf7bc77ca3800acbc939b990c9b4eeb88fc7e8278,8.0,4.7e-17,0.0021696980888191303,1.0181139999999999e-30,10,9,0.8811880014469026,1,1,32,0,liquidity_stealing
0xb4437e1c6191c4614d6ce18e3744954b7d944b3d,10.0,1e-17,9.001710324961744e-05,1.1109000000000001e-30,12,12,0.9999873816829722,1,1,18,0,liquidity_stealing
0x6d360105fbf001f0cf6602ca47aafd15f63ae58c,16.0,7.7e-17,0.005911708253358925,1.002925e-30,18,14,0.8211598870493004,1,1,34,0,liquidity_stealing
0x59bf9cbfdeed9be038a1fd3f043bb0872d84d0f3,7.0,90.8924242679659,0.00019434344842305518,42509448.38296825,8,8,0.9046901547280481,1,0,14,0,liquidity_stealing
0xa2eb8d9584cd7bf4cb71d136b1c1f2300aa3b5c5,20.0,1.7e-17,0.0002745256358498183,1.052725e-30,24,9,1.0,1,1,154,0,liquidity_stealing
0x20ee1ac757712398219d760e13eaf7633ce02fcc,13.0,2.49e-16,0.06184798807749627,1.002474e-30,15,15,0.8119071265475221,1,1,28,0,liquidity_stealing
0x5ebce946c00f46da6ca7123df0bc4b2d3b27b153,17.0,0.000300872250860891,0.010046789606603797,9.010252516743962e-06,35,30,0.28812722313119227,1,1,97,1,none
0x60687d1048e9147ec0d19abeed5d0c55f1cfce76,5.0,1.7796616662099203,0.0020041234979841444,1580.3395595944091,7,6,0.5,1,0,2377,0,liquidity_stealing
0xea3ba3ec648bb466d6af14e2c6aaf6bc80493e85,18.0,1.5e-17,0.00022192303709073693,1.013865e-30,20,14,0.6328497670177873,1,1,53,0,liquidity_stealing
0xe60e7c87a5f233ba40434c9098fe6483a51fd890,18.0,6.9e-17,0.004683363877010792,1.016577e-30,20,15,0.8354306195393082,1,1,29,0,liquidity_stealing
0xf678355d3efb31fc8a656fbb1a8f5e8dd6218e9a,25.0,0.000698731895991527,7.763486308394103e-12,62887.502222813215,30,15,1.0,1,0,1341,0,dumping
0xfdbfed4f885a3a4366bf03ff45b8ed03daa7493f,14.0,0.5122768468866179,0.000530029892741789,495.1184290730945,33,18,0.2919230157407316,1,0,99549,0,dumping
0xd70a71c57ec1a1f497ea33123918e74975fe04ae,6.0,7.502474714379e-05,6.946687845928887e-05,8.102728679954056e-05,17,8,0.7943538871180709,1,1,41,1,none
0x0fa9cb94cc0c86af5f5d4d24683eebfb782dbaa1,8.0,7.4e-17,0.005409356725146199,1.01232e-30,112,111,1.0,1,1,3330,0,liquidity_stealing
0x783ea55dffbf30e7c76dd1d7ebe6d95135f77d25,16.0,2e-17,0.00039503051610736934,1.0125800000000001e-30,18,11,0.9837707638543639,1,1,28,0,liquidity_stealing
0xae8bf6b79fb21270ef38eb37ddf507fe08419b95,7.0,1.252929135452755,0.0027842869676727887,563.8181109537397,9,7,0.8200000000000003,1,0,72263,0,liquidity_stealing
0xd6f36dafca99ed780169470f3fe58d631d011968,26.0,5.8e-17,0.0033214981101821104,1.012796e-30,84,21,0.31275821376149415,1,1,23,0,liquidity_stealing
0x75d70648eeee39c4f4faae66222a7024e23d08ce,12.0,2.1e-17,0.0004243281471004243,1.03929e-30,20,12,1.0,1,1,9,0,liquidity_stealing
0x467b62e8effc0a29a2961d1e7b84470054bbe90f,10.0,1e-18,1.045748428635464e-22,9.562529310274381e-15,14,5,0.9163334741422564,3,3,8,0,liquidity_stealing
0x4c7018aef40cd1cd6cd58a60cebe1112c39ea2c9,8.0,0.009458934561655929,7.688341398848136e-11,1163728.7992322196,10,7,0.8198826438083747,1,0,13,0,dumping
0x2433e9f0108703fdc5a0a6c4c8dea66f68d08a96,10.0,3.8e-17,0.0014383043149129447,1.00396e-30,22,8,0.8972159631705907,1,1,17,0,liquidity_stealing
0xbdb3802dfb079ad5e7029a03ff43159866e5f001,11.0,1e-18,1.794658979076873e-21,5.57208924736428e-16,13,9,0.997334161184345,1,1,43,0,liquidity_stealing
0x54287638ee712b2352392372c27f0be1da13e7d8,10.0,6.760992617244814,0.00676254800328557,6759.4375889428475,41,36,0.8199945005522994,1,0,64,0,liquidity_stealing
0x83fd1b757909c4b9ad490a7894ee98da4eca5fcb,4.0,5.12,5.242508874113236e-07,50003539.582818806,5,6,0.9540439068527298,1,0,33,0,liquidity_stealing
0x626d2343257496ddb49b839fea9233fe64589524,16.0,54.42253872660593,0.00016425646380070067,18031635.72937145,17,15,0.9430711043454428,1,0,44,0,liquidity_stealing
0xf97309f025e23e68108c395d0aed7342d48c4b89,16.0,1.25e-16,0.015570503238664674,1.0035000000000002e-30,18,15,0.9697580447108864,1,1,20,0,liquidity_stealing
0x653e81085af1a51dc30fa03a1faa9cb4d16a6c53,7.0,1e-18,5.654797247244701e-07,1.76841e-30,10,8,0.7186269584847957,1,1,80,0,liquidity_stealing
0x0b8cd4dcfed129c4cbfadbbefb227a872bcfbd0b,32.0,4.9e-17,0.0023670354089174437,1.014349e-30,37,20,0.9388843715808003,1,1,2734,0,liquidity_stealing
0x46d473a0b3eeec9f55fade641bc576d5bc0b2246,19.0,4.7653325101675605,0.00022050602270902263,102983.10065855033,110,94,0.2835772302369246,1,0,85762,0,dumping
0xbd916e43b0168011cebb7673c04de7b389a60e09,38.0,0.034202839240376454,1.1367636589965108e-05,102.9091845824591,38,9,1.0,3,1,70,1,none
